Lat,Long
41.03125,-120.71875
41.09375,-120.71875
41.15625,-120.71875
41.21875,-120.71875
41.28125,-120.71875
41.34375,-120.71875
41.40625,-120.71875
41.46875,-120.71875
41.53125,-120.71875
41.59375,-120.71875
41.65625,-120.71875
41.71875,-120.71875
42.09375,-120.71875
42.15625,-120.71875
42.21875,-120.71875
42.28125,-120.71875
42.34375,-120.71875
40.96875,-120.78125
41.03125,-120.78125
41.09375,-120.78125
41.15625,-120.78125
41.21875,-120.78125
41.28125,-120.78125
41.34375,-120.78125
41.40625,-120.78125
41.46875,-120.78125
41.53125,-120.78125
41.59375,-120.78125
41.65625,-120.78125
42.09375,-120.78125
42.15625,-120.78125
42.21875,-120.78125
42.28125,-120.78125
40.90625,-120.84375
40.96875,-120.84375
41.03125,-120.84375
41.09375,-120.84375
41.15625,-120.84375
41.21875,-120.84375
41.28125,-120.84375
41.34375,-120.84375
41.40625,-120.84375
41.46875,-120.84375
41.53125,-120.84375
41.59375,-120.84375
42.09375,-120.84375
40.78125,-120.90625
40.84375,-120.90625
40.90625,-120.90625
40.96875,-120.90625
41.03125,-120.90625
41.09375,-120.90625
41.15625,-120.90625
41.21875,-120.90625
41.28125,-120.90625
41.34375,-120.90625
41.40625,-120.90625
41.46875,-120.90625
41.53125,-120.90625
41.59375,-120.90625
40.78125,-120.96875
40.84375,-120.96875
40.90625,-120.96875
40.96875,-120.96875
41.03125,-120.96875
41.09375,-120.96875
41.15625,-120.96875
41.21875,-120.96875
41.28125,-120.96875
41.34375,-120.96875
41.40625,-120.96875
41.46875,-120.96875
41.53125,-120.96875
41.59375,-120.96875
40.78125,-121.03125
40.84375,-121.03125
40.90625,-121.03125
40.96875,-121.03125
41.03125,-121.03125
41.09375,-121.03125
41.15625,-121.03125
41.21875,-121.03125
41.28125,-121.03125
41.34375,-121.03125
41.40625,-121.03125
41.46875,-121.03125
41.53125,-121.03125
40.59375,-121.09375
40.65625,-121.09375
40.71875,-121.09375
40.78125,-121.09375
40.84375,-121.09375
40.90625,-121.09375
40.96875,-121.09375
41.03125,-121.09375
41.09375,-121.09375
41.15625,-121.09375
41.21875,-121.09375
41.28125,-121.09375
41.34375,-121.09375
41.40625,-121.09375
41.46875,-121.09375
40.59375,-121.15625
40.65625,-121.15625
40.71875,-121.15625
40.78125,-121.15625
40.84375,-121.15625
40.90625,-121.15625
40.96875,-121.15625
41.03125,-121.15625
41.09375,-121.15625
41.15625,-121.15625
41.21875,-121.15625
41.28125,-121.15625
41.34375,-121.15625
41.40625,-121.15625
40.59375,-121.21875
40.65625,-121.21875
40.71875,-121.21875
40.78125,-121.21875
40.84375,-121.21875
40.90625,-121.21875
40.96875,-121.21875
41.03125,-121.21875
41.09375,-121.21875
41.15625,-121.21875
41.21875,-121.21875
41.28125,-121.21875
41.34375,-121.21875
41.40625,-121.21875
40.53125,-121.28125
40.59375,-121.28125
40.65625,-121.28125
40.71875,-121.28125
40.78125,-121.28125
40.84375,-121.28125
40.90625,-121.28125
40.96875,-121.28125
41.03125,-121.28125
41.09375,-121.28125
41.15625,-121.28125
41.21875,-121.28125
41.28125,-121.28125
41.34375,-121.28125
41.40625,-121.28125
40.53125,-121.34375
40.59375,-121.34375
40.65625,-121.34375
40.71875,-121.34375
40.78125,-121.34375
40.84375,-121.34375
40.90625,-121.34375
40.96875,-121.34375
41.03125,-121.34375
41.09375,-121.34375
41.15625,-121.34375
41.21875,-121.34375
41.28125,-121.34375
41.34375,-121.34375
41.40625,-121.34375
40.53125,-121.40625
40.59375,-121.40625
40.65625,-121.40625
40.71875,-121.40625
40.78125,-121.40625
40.84375,-121.40625
40.90625,-121.40625
40.96875,-121.40625
41.03125,-121.40625
41.09375,-121.40625
41.15625,-121.40625
41.21875,-121.40625
41.28125,-121.40625
41.34375,-121.40625
41.40625,-121.40625
40.53125,-121.46875
40.59375,-121.46875
40.65625,-121.46875
40.71875,-121.46875
40.78125,-121.46875
40.84375,-121.46875
40.90625,-121.46875
40.96875,-121.46875
41.03125,-121.46875
41.09375,-121.46875
41.15625,-121.46875
41.21875,-121.46875
41.28125,-121.46875
41.34375,-121.46875
41.40625,-121.46875
40.53125,-121.53125
40.59375,-121.53125
40.65625,-121.53125
40.71875,-121.53125
40.78125,-121.53125
40.84375,-121.53125
40.90625,-121.53125
40.96875,-121.53125
41.03125,-121.53125
41.09375,-121.53125
41.15625,-121.53125
41.21875,-121.53125
41.28125,-121.53125
41.34375,-121.53125
41.40625,-121.53125
41.46875,-121.53125
41.53125,-121.53125
40.65625,-121.59375
40.71875,-121.59375
40.78125,-121.59375
40.84375,-121.59375
40.90625,-121.59375
40.96875,-121.59375
41.03125,-121.59375
41.09375,-121.59375
41.15625,-121.59375
41.21875,-121.59375
41.28125,-121.59375
41.34375,-121.59375
41.40625,-121.59375
41.46875,-121.59375
41.53125,-121.59375
40.71875,-121.65625
40.78125,-121.65625
40.84375,-121.65625
40.90625,-121.65625
40.96875,-121.65625
41.03125,-121.65625
41.09375,-121.65625
41.15625,-121.65625
41.21875,-121.65625
41.28125,-121.65625
41.34375,-121.65625
41.40625,-121.65625
41.46875,-121.65625
41.53125,-121.65625
40.78125,-121.71875
40.84375,-121.71875
40.90625,-121.71875
40.96875,-121.71875
41.03125,-121.71875
41.09375,-121.71875
41.15625,-121.71875
41.21875,-121.71875
41.28125,-121.71875
41.34375,-121.71875
41.40625,-121.71875
41.46875,-121.71875
41.53125,-121.71875
40.78125,-121.78125
40.84375,-121.78125
40.90625,-121.78125
40.96875,-121.78125
41.03125,-121.78125
41.09375,-121.78125
41.15625,-121.78125
41.21875,-121.78125
41.28125,-121.78125
41.34375,-121.78125
41.40625,-121.78125
41.46875,-121.78125
41.53125,-121.78125
40.78125,-121.84375
40.84375,-121.84375
40.90625,-121.84375
40.96875,-121.84375
41.03125,-121.84375
41.09375,-121.84375
41.15625,-121.84375
41.21875,-121.84375
41.28125,-121.84375
41.34375,-121.84375
41.40625,-121.84375
41.46875,-121.84375
40.78125,-121.90625
40.84375,-121.90625
40.90625,-121.90625
40.96875,-121.90625
41.03125,-121.90625
41.09375,-121.90625
41.15625,-121.90625
41.21875,-121.90625
41.28125,-121.90625
41.34375,-121.90625
41.40625,-121.90625
41.46875,-121.90625
40.78125,-121.96875
40.84375,-121.96875
40.90625,-121.96875
40.96875,-121.96875
41.03125,-121.96875
41.09375,-121.96875
41.15625,-121.96875
41.21875,-121.96875
41.28125,-121.96875
41.34375,-121.96875
41.40625,-121.96875
41.46875,-121.96875
40.78125,-122.03125
40.84375,-122.03125
40.90625,-122.03125
40.96875,-122.03125
41.03125,-122.03125
41.09375,-122.03125
41.15625,-122.03125
41.21875,-122.03125
41.28125,-122.03125
41.34375,-122.03125
41.40625,-122.03125
41.46875,-122.03125
40.78125,-122.09375
40.84375,-122.09375
40.90625,-122.09375
40.96875,-122.09375
41.03125,-122.09375
41.09375,-122.09375
41.15625,-122.09375
41.21875,-122.09375
41.28125,-122.09375
41.34375,-122.09375
41.40625,-122.09375
41.46875,-122.09375
40.71875,-122.15625
40.78125,-122.15625
40.84375,-122.15625
40.90625,-122.15625
40.96875,-122.15625
41.03125,-122.15625
41.09375,-122.15625
41.15625,-122.15625
41.21875,-122.15625
41.28125,-122.15625
41.34375,-122.15625
40.71875,-122.21875
40.78125,-122.21875
40.84375,-122.21875
40.90625,-122.21875
40.96875,-122.21875
41.03125,-122.21875
41.09375,-122.21875
41.15625,-122.21875
41.21875,-122.21875
41.28125,-122.21875
41.34375,-122.21875
40.78125,-122.28125
40.84375,-122.28125
40.90625,-122.28125
40.96875,-122.28125
41.03125,-122.28125
41.09375,-122.28125
41.15625,-122.28125
41.21875,-122.28125
41.28125,-122.28125
41.34375,-122.28125
40.78125,-122.34375
40.84375,-122.34375
40.90625,-122.34375
40.96875,-122.34375
41.03125,-122.34375
41.09375,-122.34375
41.15625,-122.34375
41.21875,-122.34375
41.28125,-122.34375
41.34375,-122.34375
40.71875,-122.40625
40.78125,-122.40625
40.84375,-122.40625
40.90625,-122.40625
40.96875,-122.40625
41.03125,-122.40625
41.09375,-122.40625
41.15625,-122.40625
41.21875,-122.40625
41.28125,-122.40625
40.78125,-122.46875
40.84375,-122.46875
40.90625,-122.46875
40.96875,-122.46875
41.03125,-122.46875
41.09375,-122.46875
41.21875,-122.46875
41.28125,-122.46875
40.84375,-122.53125
40.90625,-122.53125
40.96875,-122.53125
41.03125,-122.53125
