Lat,Long
39.59375,-120.15625
39.65625,-120.15625
39.71875,-120.15625
39.78125,-120.15625
39.84375,-120.15625
39.90625,-120.15625
39.59375,-120.21875
39.65625,-120.21875
39.71875,-120.21875
39.78125,-120.21875
39.84375,-120.21875
39.90625,-120.21875
39.96875,-120.21875
40.03125,-120.21875
39.53125,-120.28125
39.59375,-120.28125
39.65625,-120.28125
39.71875,-120.28125
39.78125,-120.28125
39.84375,-120.28125
39.90625,-120.28125
39.96875,-120.28125
40.03125,-120.28125
40.09375,-120.28125
39.53125,-120.34375
39.59375,-120.34375
39.65625,-120.34375
39.71875,-120.34375
39.78125,-120.34375
39.84375,-120.34375
39.90625,-120.34375
39.96875,-120.34375
40.03125,-120.34375
40.09375,-120.34375
39.53125,-120.40625
39.59375,-120.40625
39.65625,-120.40625
39.71875,-120.40625
39.78125,-120.40625
39.84375,-120.40625
39.90625,-120.40625
39.96875,-120.40625
40.03125,-120.40625
40.09375,-120.40625
39.59375,-120.46875
39.65625,-120.46875
39.71875,-120.46875
39.78125,-120.46875
39.84375,-120.46875
39.90625,-120.46875
39.96875,-120.46875
40.03125,-120.46875
40.09375,-120.46875
40.15625,-120.46875
39.71875,-120.53125
39.78125,-120.53125
39.84375,-120.53125
39.90625,-120.53125
39.96875,-120.53125
40.03125,-120.53125
40.09375,-120.53125
40.15625,-120.53125
40.21875,-120.53125
39.71875,-120.59375
39.78125,-120.59375
39.84375,-120.59375
39.90625,-120.59375
39.96875,-120.59375
40.03125,-120.59375
40.09375,-120.59375
40.15625,-120.59375
40.21875,-120.59375
39.71875,-120.65625
39.78125,-120.65625
39.84375,-120.65625
39.90625,-120.65625
39.96875,-120.65625
40.03125,-120.65625
40.09375,-120.65625
40.15625,-120.65625
40.21875,-120.65625
40.28125,-120.65625
39.71875,-120.71875
39.78125,-120.71875
39.84375,-120.71875
39.90625,-120.71875
39.96875,-120.71875
40.03125,-120.71875
40.09375,-120.71875
40.15625,-120.71875
40.21875,-120.71875
40.28125,-120.71875
39.78125,-120.78125
39.84375,-120.78125
