Lat,Long
39.90625,-120.78125
39.96875,-120.78125
40.03125,-120.78125
40.09375,-120.78125
40.15625,-120.78125
40.21875,-120.78125
40.28125,-120.78125
39.78125,-120.84375
39.84375,-120.84375
39.90625,-120.84375
39.96875,-120.84375
40.03125,-120.84375
40.09375,-120.84375
40.15625,-120.84375
40.21875,-120.84375
40.28125,-120.84375
39.78125,-120.90625
39.84375,-120.90625
39.90625,-120.90625
39.96875,-120.90625
40.03125,-120.90625
40.09375,-120.90625
40.15625,-120.90625
40.21875,-120.90625
40.28125,-120.90625
40.34375,-120.90625
39.71875,-120.96875
39.78125,-120.96875
39.84375,-120.96875
39.90625,-120.96875
39.96875,-120.96875
40.03125,-120.96875
40.09375,-120.96875
40.15625,-120.96875
40.21875,-120.96875
40.28125,-120.96875
40.34375,-120.96875
40.40625,-120.96875
39.71875,-121.03125
39.78125,-121.03125
39.84375,-121.03125
39.90625,-121.03125
39.96875,-121.03125
40.03125,-121.03125
40.09375,-121.03125
40.15625,-121.03125
40.21875,-121.03125
40.28125,-121.03125
40.34375,-121.03125
40.40625,-121.03125
40.46875,-121.03125
39.65625,-121.09375
39.71875,-121.09375
39.78125,-121.09375
39.84375,-121.09375
39.90625,-121.09375
39.96875,-121.09375
40.03125,-121.09375
40.09375,-121.09375
40.15625,-121.09375
40.21875,-121.09375
40.28125,-121.09375
40.34375,-121.09375
40.40625,-121.09375
40.46875,-121.09375
39.59375,-121.15625
39.65625,-121.15625
39.71875,-121.15625
39.78125,-121.15625
39.84375,-121.15625
39.90625,-121.15625
39.96875,-121.15625
40.03125,-121.15625
40.09375,-121.15625
40.15625,-121.15625
40.21875,-121.15625
40.28125,-121.15625
40.34375,-121.15625
40.40625,-121.15625
40.46875,-121.15625
39.53125,-121.21875
39.59375,-121.21875
39.65625,-121.21875
39.71875,-121.21875
39.78125,-121.21875
39.84375,-121.21875
39.90625,-121.21875
39.96875,-121.21875
40.03125,-121.21875
40.09375,-121.21875
40.15625,-121.21875
40.21875,-121.21875
40.28125,-121.21875
40.34375,-121.21875
40.40625,-121.21875
40.46875,-121.21875
39.53125,-121.28125
39.59375,-121.28125
39.65625,-121.28125
39.71875,-121.28125
39.78125,-121.28125
39.84375,-121.28125
39.90625,-121.28125
39.96875,-121.28125
40.03125,-121.28125
40.09375,-121.28125
40.15625,-121.28125
40.21875,-121.28125
40.28125,-121.28125
40.34375,-121.28125
40.40625,-121.28125
40.46875,-121.28125
39.53125,-121.34375
39.59375,-121.34375
39.65625,-121.34375
39.71875,-121.34375
39.78125,-121.34375
39.84375,-121.34375
39.90625,-121.34375
39.96875,-121.34375
40.03125,-121.34375
40.09375,-121.34375
40.15625,-121.34375
40.21875,-121.34375
40.28125,-121.34375
40.34375,-121.34375
40.40625,-121.34375
40.46875,-121.34375
39.53125,-121.40625
39.59375,-121.40625
39.65625,-121.40625
39.71875,-121.40625
39.78125,-121.40625
39.84375,-121.40625
39.90625,-121.40625
39.96875,-121.40625
40.03125,-121.40625
40.15625,-121.40625
40.40625,-121.40625
40.46875,-121.40625
39.53125,-121.46875
39.59375,-121.46875
39.65625,-121.46875
39.71875,-121.46875
39.78125,-121.46875
39.84375,-121.46875
39.90625,-121.46875
39.96875,-121.46875
40.03125,-121.46875
40.40625,-121.46875
40.46875,-121.46875
39.53125,-121.53125
39.59375,-121.53125
39.65625,-121.53125
39.71875,-121.53125
39.78125,-121.53125
39.84375,-121.53125
39.90625,-121.53125
39.96875,-121.53125
40.03125,-121.53125
