,lat,long
436,34.90625,240.03125
437,34.90625,240.15625
438,34.90625,240.34375
439,34.96875,242.78125
440,34.96875,242.65625
441,34.96875,242.59375
442,34.96875,242.53125
443,34.96875,242.40625
444,34.96875,242.15625
445,34.96875,242.28125
446,34.90625,240.21875
447,34.90625,239.96875
448,34.96875,242.03125
449,34.96875,242.71875
450,34.90625,240.09375
451,34.96875,242.46875
452,34.96875,241.90625
453,34.96875,242.09375
454,34.96875,242.34375
455,34.96875,242.21875
456,34.96875,241.96875
457,34.96875,241.40625
458,34.96875,241.65625
459,34.96875,241.78125
460,34.96875,241.53125
461,34.96875,241.84375
462,34.96875,241.28125
463,34.96875,240.78125
464,34.96875,241.03125
465,34.96875,241.15625
466,34.96875,240.90625
467,34.96875,241.34375
468,34.96875,241.59375
469,34.96875,241.21875
470,34.96875,241.46875
471,34.96875,241.71875
472,34.96875,240.65625
473,34.96875,240.96875
474,34.96875,241.09375
475,34.96875,240.84375
476,34.96875,240.71875
477,34.96875,240.53125
478,34.96875,240.40625
479,34.96875,240.15625
480,34.96875,240.28125
481,34.96875,240.59375
482,34.96875,240.03125
483,34.96875,239.90625
484,35.03125,242.78125
485,35.03125,242.65625
486,34.96875,240.21875
487,34.96875,240.46875
488,35.03125,242.53125
489,34.96875,240.34375
490,34.96875,239.96875
491,35.03125,242.40625
492,34.96875,240.09375
493,35.03125,242.59375
494,34.96875,239.84375
495,35.03125,242.71875
496,35.03125,242.46875
497,35.03125,242.15625
498,35.03125,242.28125
499,35.03125,242.03125
500,35.03125,241.53125
501,35.03125,241.65625
502,35.03125,241.40625
503,35.03125,241.90625
504,35.03125,241.78125
505,35.03125,242.34375
506,35.03125,241.28125
507,35.03125,242.09375
508,35.03125,242.21875
509,35.03125,241.96875
510,35.03125,241.71875
511,35.03125,241.34375
512,35.03125,241.59375
513,35.03125,241.46875
514,35.03125,241.84375
515,35.03125,241.15625
516,35.03125,240.90625
517,35.03125,241.03125
518,35.03125,240.78125
519,35.03125,241.21875
520,35.03125,240.65625
521,35.03125,241.09375
522,35.03125,240.71875
523,35.03125,240.53125
524,35.03125,240.40625
525,35.03125,240.15625
526,35.03125,240.28125
527,35.03125,240.03125
528,35.03125,240.84375
529,35.03125,240.96875
530,35.03125,240.59375
531,35.03125,239.90625
532,35.03125,240.09375
533,35.03125,240.46875
534,35.03125,240.21875
535,35.03125,240.34375
536,35.09375,242.78125
537,35.09375,242.65625
538,35.03125,239.96875
539,35.09375,242.53125
540,35.03125,239.84375
541,35.09375,242.40625
542,35.09375,242.71875
543,35.09375,242.46875
544,35.09375,242.28125
545,35.09375,242.15625
546,35.09375,242.03125
547,35.09375,241.90625
548,35.09375,242.59375
549,35.09375,241.78125
550,35.09375,241.65625
551,35.09375,242.34375
552,35.09375,242.21875
553,35.09375,241.84375
554,35.09375,241.53125
555,35.09375,242.09375
556,35.09375,241.96875
557,35.09375,241.40625
558,35.09375,241.71875
559,35.09375,241.28125
560,35.09375,241.15625
561,35.09375,241.34375
562,35.09375,241.59375
563,35.09375,241.03125
564,35.09375,241.46875
565,35.09375,240.78125
566,35.09375,240.90625
567,35.09375,240.65625
568,35.09375,241.21875
569,35.09375,241.09375
570,35.09375,240.53125
571,35.09375,240.40625
572,35.09375,240.71875
573,35.09375,240.84375
574,35.09375,240.96875
575,35.09375,240.59375
576,35.09375,240.28125
577,35.09375,240.15625
578,35.09375,239.90625
579,35.09375,240.03125
580,35.15625,242.78125
581,35.09375,240.46875
582,35.09375,240.34375
583,35.15625,242.53125
584,35.15625,242.65625
585,35.15625,242.40625
586,35.09375,240.09375
587,35.09375,240.21875
588,35.09375,239.96875
589,35.09375,239.84375
590,35.15625,242.71875
591,35.15625,242.34375
592,35.15625,242.46875
593,35.15625,242.28125
594,35.15625,242.59375
595,35.15625,242.15625
596,35.15625,242.03125
597,35.15625,241.90625
598,35.15625,241.40625
599,35.15625,241.53125
600,35.15625,241.78125
601,35.15625,241.65625
602,35.15625,241.96875
603,35.15625,242.21875
604,35.15625,242.09375
605,35.15625,241.28125
606,35.15625,241.15625
607,35.15625,241.84375
608,35.15625,241.71875
609,35.15625,241.46875
610,35.15625,241.34375
611,35.15625,241.59375
612,35.15625,241.21875
613,35.15625,241.09375
614,35.15625,241.03125
615,35.15625,240.90625
616,35.15625,240.78125
617,35.15625,240.65625
618,35.15625,240.96875
619,35.15625,240.84375
620,35.15625,239.90625
621,35.15625,240.40625
622,35.15625,240.15625
623,35.15625,240.53125
624,35.15625,240.28125
625,35.15625,240.71875
626,35.15625,240.03125
627,35.15625,240.59375
628,35.21875,242.78125
629,35.21875,242.65625
630,35.21875,242.53125
631,35.15625,239.84375
632,35.15625,240.34375
633,35.15625,240.21875
634,35.15625,239.96875
635,35.15625,240.09375
636,35.15625,240.46875
637,35.21875,242.40625
638,35.21875,242.59375
639,35.21875,242.71875
640,35.21875,242.46875
641,35.21875,242.28125
642,35.21875,242.15625
643,35.21875,242.03125
644,35.21875,241.53125
645,35.21875,241.78125
646,35.21875,242.34375
647,35.21875,241.90625
648,35.21875,241.65625
649,35.21875,241.40625
650,35.21875,241.28125
651,35.21875,242.21875
652,35.21875,242.09375
653,35.21875,241.46875
654,35.21875,241.71875
655,35.21875,241.96875
656,35.21875,241.21875
657,35.21875,241.84375
658,35.21875,241.15625
659,35.21875,241.34375
660,35.21875,241.59375
661,35.21875,241.03125
662,35.21875,240.90625
663,35.21875,241.09375
664,35.21875,240.78125
665,35.21875,240.53125
666,35.21875,240.28125
667,35.21875,240.03125
668,35.21875,240.84375
669,35.21875,240.65625
670,35.21875,240.40625
671,35.21875,240.15625
672,35.21875,240.96875
673,35.21875,239.90625
674,35.21875,240.71875
675,35.21875,240.46875
676,35.21875,240.34375
677,35.21875,240.09375
678,35.21875,240.59375
679,35.28125,242.78125
680,35.21875,239.96875
681,35.21875,240.21875
682,35.28125,242.65625
683,35.21875,239.84375
684,35.28125,242.53125
685,35.28125,242.40625
686,35.28125,242.59375
687,35.28125,242.71875
688,35.28125,242.28125
689,35.28125,242.15625
690,35.28125,241.78125
691,35.28125,242.03125
692,35.28125,241.90625
693,35.28125,241.65625
694,35.28125,242.34375
695,35.28125,241.40625
696,35.28125,242.46875
697,35.28125,241.53125
698,35.28125,241.84375
699,35.28125,242.09375
700,35.28125,241.96875
701,35.28125,241.59375
702,35.28125,241.71875
703,35.28125,242.21875
704,35.28125,241.28125
705,35.28125,241.46875
706,35.28125,241.34375
707,35.28125,240.90625
708,35.28125,241.15625
709,35.28125,241.03125
710,35.28125,240.53125
711,35.28125,240.78125
712,35.28125,240.65625
713,35.28125,240.40625
714,35.28125,241.21875
715,35.28125,240.28125
716,35.28125,240.15625
717,35.28125,240.84375
718,35.28125,240.96875
719,35.28125,240.59375
720,35.28125,241.09375
721,35.28125,240.46875
722,35.28125,240.21875
723,35.28125,240.71875
724,35.28125,240.34375
725,35.28125,240.03125
726,35.28125,240.09375
727,35.28125,239.90625
728,35.34375,242.78125
729,35.34375,242.65625
730,35.34375,242.53125
731,35.34375,242.40625
732,35.34375,242.15625
733,35.34375,242.28125
734,35.34375,242.03125
735,35.28125,239.84375
736,35.28125,239.96875
737,35.34375,242.59375
738,35.34375,241.90625
739,35.34375,242.21875
740,35.34375,242.71875
741,35.34375,242.46875
742,35.34375,242.34375
743,35.34375,241.96875
744,35.34375,242.09375
745,35.34375,241.78125
746,35.34375,241.84375
747,35.34375,241.65625
748,35.34375,241.40625
749,35.34375,241.53125
750,35.34375,240.78125
751,35.34375,241.28125
752,35.34375,241.15625
753,35.34375,241.03125
754,35.34375,240.90625
755,35.34375,241.71875
756,35.34375,240.65625
757,35.34375,241.59375
758,35.34375,241.46875
759,35.34375,241.34375
760,35.34375,241.09375
761,35.34375,241.21875
762,35.34375,240.96875
763,35.34375,240.71875
764,35.34375,240.84375
765,35.34375,240.53125
766,35.34375,240.59375
767,35.34375,240.40625
768,35.34375,240.46875
769,35.40625,242.40625
770,35.34375,240.28125
771,35.34375,240.15625
772,35.34375,240.03125
773,35.34375,239.90625
774,35.40625,242.65625
775,35.34375,240.34375
776,35.40625,242.53125
777,35.40625,242.78125
778,35.34375,240.21875
779,35.40625,242.28125
780,35.34375,240.09375
781,35.40625,242.34375
782,35.40625,242.46875
783,35.40625,242.59375
784,35.34375,239.96875
785,35.40625,242.71875
786,35.40625,242.15625
787,35.34375,239.84375
788,35.40625,242.21875
789,35.40625,241.78125
790,35.40625,241.65625
791,35.40625,242.03125
792,35.40625,241.90625
793,35.40625,241.53125
794,35.40625,241.40625
795,35.40625,241.28125
796,35.40625,241.15625
797,35.40625,242.09375
798,35.40625,241.59375
799,35.40625,241.03125
800,35.40625,241.21875
801,35.40625,241.34375
802,35.40625,241.46875
803,35.40625,241.84375
804,35.40625,241.71875
805,35.40625,241.96875
806,35.40625,240.90625
807,35.40625,241.09375
808,35.40625,240.78125
809,35.40625,240.96875
810,35.40625,240.53125
811,35.40625,240.65625
812,35.40625,240.40625
813,35.40625,240.84375
814,35.40625,240.28125
815,35.40625,240.03125
816,35.40625,240.15625
817,35.40625,239.90625
818,35.40625,239.78125
819,35.40625,240.71875
820,35.40625,240.34375
821,35.40625,240.59375
822,35.40625,240.09375
823,35.40625,240.21875
824,35.40625,239.84375
825,35.40625,240.46875
826,35.40625,239.96875
827,35.40625,239.65625
828,35.40625,239.53125
829,35.40625,239.71875
830,35.46875,242.65625
831,35.46875,242.78125
832,35.46875,242.53125
833,35.46875,242.40625
834,35.40625,239.59375
835,35.46875,242.28125
836,35.46875,242.15625
837,35.46875,241.90625
838,35.46875,242.03125
839,35.40625,239.46875
840,35.46875,242.71875
841,35.46875,242.34375
842,35.46875,242.46875
843,35.46875,242.59375
844,35.46875,242.09375
845,35.46875,241.96875
846,35.46875,241.84375
847,35.46875,242.21875
848,35.46875,241.78125
849,35.46875,241.53125
850,35.46875,241.65625
851,35.46875,241.40625
852,35.46875,241.71875
853,35.46875,241.28125
854,35.46875,241.15625
855,35.46875,241.03125
856,35.46875,240.78125
857,35.46875,240.90625
858,35.46875,240.65625
859,35.46875,241.59375
860,35.46875,241.46875
861,35.46875,241.34375
862,35.46875,240.59375
863,35.46875,241.21875
864,35.46875,240.84375
865,35.46875,240.71875
866,35.46875,240.96875
867,35.46875,240.53125
868,35.46875,241.09375
869,35.46875,240.40625
870,35.46875,240.28125
871,35.46875,240.46875
872,35.46875,240.15625
873,35.46875,240.03125
874,35.46875,239.90625
875,35.46875,239.53125
876,35.46875,239.78125
877,35.46875,240.34375
878,35.46875,239.65625
879,35.53125,242.78125
880,35.46875,240.21875
881,35.46875,239.96875
882,35.46875,240.09375
883,35.46875,239.84375
884,35.53125,242.65625
885,35.46875,239.46875
886,35.53125,242.71875
887,35.46875,239.59375
888,35.53125,242.53125
889,35.46875,239.71875
890,35.53125,242.40625
891,35.53125,242.59375
892,35.53125,242.28125
893,35.53125,241.90625
894,35.53125,242.03125
895,35.53125,242.15625
896,35.53125,242.46875
897,35.53125,241.65625
898,35.53125,241.53125
899,35.53125,241.78125
900,35.53125,242.34375
901,35.53125,242.09375
902,35.53125,241.84375
903,35.53125,242.21875
904,35.53125,241.40625
905,35.53125,241.96875
906,35.53125,241.46875
907,35.53125,241.28125
908,35.53125,241.15625
909,35.53125,241.71875
910,35.53125,241.59375
911,35.53125,241.03125
912,35.53125,241.34375
913,35.53125,240.90625
914,35.53125,240.40625
915,35.53125,241.09375
916,35.53125,240.78125
917,35.53125,241.21875
918,35.53125,240.53125
919,35.53125,240.65625
920,35.53125,240.28125
921,35.53125,240.96875
922,35.53125,240.34375
923,35.53125,240.84375
924,35.53125,240.21875
925,35.53125,240.15625
926,35.53125,240.46875
927,35.53125,239.90625
928,35.53125,240.03125
929,35.53125,239.78125
930,35.53125,240.59375
931,35.53125,240.71875
932,35.53125,239.84375
933,35.53125,239.65625
934,35.53125,239.53125
935,35.59375,242.65625
936,35.59375,242.78125
937,35.53125,239.96875
938,35.53125,240.09375
939,35.53125,239.71875
940,35.59375,242.53125
941,35.59375,242.40625
942,35.53125,239.59375
943,35.59375,242.28125
944,35.53125,239.46875
945,35.59375,242.71875
946,35.59375,242.59375
947,35.59375,242.34375
948,35.59375,242.46875
949,35.59375,242.03125
950,35.59375,241.90625
951,35.59375,242.15625
952,35.59375,241.78125
953,35.59375,241.65625
954,35.59375,242.21875
955,35.59375,241.53125
956,35.59375,241.40625
957,35.59375,241.28125
958,35.59375,241.15625
959,35.59375,241.96875
960,35.59375,241.34375
961,35.59375,242.09375
962,35.59375,241.84375
963,35.59375,241.71875
964,35.59375,241.46875
965,35.59375,241.59375
966,35.59375,241.03125
967,35.59375,241.09375
968,35.59375,241.21875
969,35.59375,240.53125
970,35.59375,240.90625
971,35.59375,240.65625
972,35.59375,240.78125
973,35.59375,240.40625
974,35.59375,240.28125
975,35.59375,240.96875
976,35.59375,240.15625
977,35.59375,240.03125
978,35.59375,239.90625
979,35.59375,240.46875
980,35.59375,240.84375
981,35.59375,240.71875
982,35.59375,240.34375
983,35.59375,240.59375
984,35.59375,240.09375
985,35.59375,240.21875
986,35.59375,239.96875
987,35.59375,239.78125
988,35.59375,239.84375
989,35.65625,242.53125
990,35.59375,239.65625
991,35.59375,239.53125
992,35.65625,242.65625
993,35.65625,242.78125
994,35.65625,242.40625
995,35.65625,242.28125
996,35.59375,239.59375
997,35.65625,242.59375
998,35.59375,239.46875
999,35.65625,242.46875
1000,35.65625,242.71875
1001,35.59375,239.71875
1002,35.65625,242.15625
1003,35.65625,242.03125
1004,35.65625,242.34375
1005,35.65625,242.21875
1006,35.65625,241.78125
1007,35.65625,241.90625
1008,35.65625,241.53125
1009,35.65625,241.40625
1010,35.65625,241.28125
1011,35.65625,241.65625
1012,35.65625,241.96875
1013,35.65625,241.15625
1014,35.65625,241.03125
1015,35.65625,242.09375
1016,35.65625,241.84375
1017,35.65625,241.71875
1018,35.65625,240.90625
1019,35.65625,241.46875
1020,35.65625,241.21875
1021,35.65625,241.59375
1022,35.65625,241.34375
1023,35.65625,240.96875
1024,35.65625,241.09375
1025,35.65625,240.65625
1026,35.65625,240.53125
1027,35.65625,240.78125
1028,35.65625,240.84375
1029,35.65625,239.90625
1030,35.65625,240.40625
1031,35.65625,240.59375
1032,35.65625,240.15625
1033,35.65625,240.28125
1034,35.65625,239.78125
1035,35.65625,240.03125
1036,35.65625,240.46875
1037,35.65625,240.71875
1038,35.65625,239.65625
1039,35.65625,239.84375
1040,35.65625,239.96875
1041,35.65625,240.09375
1042,35.65625,239.71875
1043,35.65625,240.21875
1044,35.65625,240.34375
1045,35.65625,239.53125
1046,35.71875,242.65625
1047,35.71875,242.78125
1048,35.65625,239.59375
1049,35.71875,242.53125
1050,35.71875,242.40625
1051,35.71875,242.15625
1052,35.71875,241.90625
1053,35.71875,242.28125
1054,35.71875,242.03125
1055,35.65625,239.46875
1056,35.71875,242.71875
1057,35.71875,242.59375
1058,35.71875,241.78125
1059,35.71875,242.46875
1060,35.71875,242.21875
1061,35.71875,242.34375
1062,35.71875,242.09375
1063,35.71875,241.84375
1064,35.71875,241.96875
1065,35.71875,241.53125
1066,35.71875,241.71875
1067,35.71875,241.65625
1068,35.71875,241.40625
1069,35.71875,241.28125
1070,35.71875,241.46875
1071,35.71875,241.34375
1072,35.71875,241.59375
1073,35.71875,241.21875
1074,35.71875,241.15625
1075,35.71875,240.90625
1076,35.71875,240.53125
1077,35.71875,241.03125
1078,35.71875,240.65625
1079,35.71875,240.78125
1080,35.71875,240.40625
1081,35.71875,240.96875
1082,35.71875,241.09375
1083,35.71875,240.84375
1084,35.71875,240.71875
1085,35.71875,240.46875
1086,35.71875,240.59375
1087,35.71875,240.03125
1088,35.71875,240.34375
1089,35.71875,240.15625
1090,35.71875,240.28125
1091,35.71875,240.09375
1092,35.71875,239.96875
1093,35.71875,240.21875
1094,35.71875,239.90625
1095,35.71875,239.65625
1096,35.78125,242.78125
1097,35.71875,239.78125
1098,35.71875,239.53125
1099,35.78125,242.65625
1100,35.78125,242.53125
1101,35.78125,242.28125
1102,35.78125,242.40625
1103,35.78125,242.15625
1104,35.71875,239.84375
1105,35.78125,242.46875
1106,35.78125,242.71875
1107,35.71875,239.59375
1108,35.78125,242.59375
1109,35.71875,239.46875
1110,35.71875,239.71875
1111,35.78125,242.34375
1112,35.78125,242.21875
1113,35.78125,242.09375
1114,35.78125,242.03125
1115,35.78125,241.15625
1116,35.78125,241.78125
1117,35.78125,241.53125
1118,35.78125,241.90625
1119,35.78125,241.65625
1120,35.78125,241.40625
1121,35.78125,241.28125
1122,35.78125,241.03125
1123,35.78125,240.90625
1124,35.78125,241.09375
1125,35.78125,241.96875
1126,35.78125,241.46875
1127,35.78125,241.34375
1128,35.78125,241.84375
1129,35.78125,241.71875
1130,35.78125,241.21875
1131,35.78125,241.59375
1132,35.78125,240.96875
1133,35.78125,240.84375
1134,35.78125,240.53125
1135,35.78125,240.78125
1136,35.78125,240.65625
1137,35.78125,240.40625
1138,35.78125,240.03125
1139,35.78125,240.28125
1140,35.78125,240.15625
1141,35.78125,239.90625
1142,35.78125,239.78125
1143,35.78125,239.65625
1144,35.78125,240.71875
1145,35.78125,240.34375
1146,35.78125,240.21875
1147,35.78125,240.46875
1148,35.78125,240.59375
1149,35.78125,239.96875
1150,35.78125,240.09375
1151,35.78125,239.71875
